filename,year,date,announcement,page,paragraph_id,text,fiscal_risk_score,risk_index
Informe-N°-005-2020-CF.pdf,2020.0,2020-06-11,5.0,3,14,"Sin embargo, si observamos el mismo indicador, pero como porcentaje de los ingresos del GG, nuestro país se ubica en niveles similares a la mediana de países con similar calificación (alrededor de 134 por ciento de los ingresos del GG ). Esto es reflejo de una tendencia creciente de la deuda pública desde el 2014 debido a los continuos déficits fiscales, y de una baja presión tributaria, la cual se constituye como una de las menores de la región y a nivel global. En este contexto, el CF considera que incrementar los ingresos permanentes del GG será crucial para transitar hacia un nuevo y exigente proceso de consolidación fiscal y la reconstrucción de las finanzas públicas después de la pandemia del COVID-19.",4,0.8
Comunicado-CSsxDUs-v9_.pdf,2021.0,2021-10-11,,2,6,"El respeto a esta institucionalidad fiscal es aún más relevante en la actual situación de las finanzas públicas. Como lo ha señalado el CF anteriormente, las finanzas públicas vienen mostrando una mayor vulnerabilidad que en el periodo prepandemia, la cual se refleja principalmente en los altos niveles de déficit fiscal de 2020 y 2021, el incremento significativo del nivel de deuda pública y en la reducción significativa de los ahorros fiscales, principalmente los depositados en el Fondo de Estabilización Fiscal (FEF). En esas circunstancias el CF ha resaltado la necesidad de llevar adelante un proceso de consolidación fiscal que asegure la sostenibilidad de la deuda pública y que permita reconstruir las fortalezas fiscales afectadas durante la pandemia.",4,0.8
Comunicado-CSsxDUs-v9_.pdf,2021.0,2021-10-11,,2,8,"Por lo tanto, el CF considera que toda medida contraria al mencionado principio general y a la necesidad de iniciar el proceso de consolidación fiscal, debería ser sustentada con un análisis costo beneficio que demuestre, con rigurosidad técnica, la conveniencia de incrementar ese mayor gasto, en lugar de reducir el déficit fiscal, más aún en un periodo como el actual en el cual las reglas fiscales se encuentran suspendidas y se requiere reforzar la rendición de cuentas sobre las decisiones de política fiscal. Dicho análisis no se encuentra presente en la exposición de motivos que sustenta el DU 086-2021.",4,0.8
Comunicado-CSsxDUs-v9_.pdf,2021.0,2021-10-11,,1,1,"El Consejo Fiscal (CF), en cumplimiento de su misión de fortalecer la transparencia e institucionalidad de las finanzas públicas, expresa su preocupación por la autorización de mayores niveles de gasto público mediante la incorporación de créditos suplementarios en el presupuesto a través de decretos de urgencia (DU), y, por lo tanto, sin la aprobación de una ley del Congreso de la República. El CF considera que dicha práctica, independientemente de su conformidad con el marco legal actual, no concuerda con la institucionalidad fiscal vigente y resta transparencia al manejo de la política fiscal, en una coyuntura donde se requiere que se demuestre o sustente la conveniencia de autorizar mayores niveles de gasto en lugar de reducir el nivel de déficit fiscal y recomponer los ahorros fiscales, en vista de la situación actual de fragilidad fiscal.",4,0.8
Pronunciamiento-CF-DCRF-2017-12julio-enviada-1.pdf,2018.0,2018-07-12,,9,39,"Por otro lado, el CF observa que las desviaciones registradas en los ingresos y gasto corriente del Gobierno General son consistentes con la tendencia que han mantenido estas variables en los últimos años: caída pronunciada de los ingresos y un incremento del gasto público, sobre todo del gasto poco flexible, provocando como resultado un deterioro del espacio fiscal del gobierno. En este escenario, si bien las medidas correctivas señaladas en respuesta a la situación fiscal van en la dirección correcta, se requiere un mayor detalle de su efectividad e impacto para asegurar el cumplimiento de las reglas fiscales de los años siguientes.",4,0.8
Pronunciamiento-CF-DCRF-2017-12julio-enviada-1.pdf,2018.0,2018-07-12,,9,38,"Si bien el CF reconoce que el incumplimiento es de 0,1 puntos porcentuales del PBI, expresa también su preocupación debido a que este incumplimiento se explica por menores ingresos y un mayor gasto corriente; no por un mayor gasto en reconstrucción. El gasto ejecutado en reconstrucción fue de 0,1 por ciento del PBI en 2017, bastante por debajo del 0,5 por ciento previsto. Es decir, se incumplió la regla macrofiscal a pesar de una sub-ejecución del gasto en reconstrucción en 0,4 puntos porcentuales",4,0.8
Pronunciamiento-CF-DCRF-2017-12julio-enviada-1.pdf,2018.0,2018-07-12,,5,23,"El CF opina que, si bien estas medidas correctivas van en la dirección correcta, se requiere mayor detalle, análisis de los plazos necesarios para ver resultados, y previsiones de impacto de cada medida, para poder opinar sobre su efectividad e impacto que aseguren el cumplimiento de las reglas fiscales de los años siguientes.",3,0.6
Pronunciamiento-CF-DCRF-2017-12julio-enviada-1.pdf,2018.0,2018-07-12,,5,22,"Por otro lado, el CF nota que la Declaración Sobre Cumplimiento de Responsabilidad Fiscal 2017, remitida por el MEF, incluye medidas correctivas a ser adoptadas en respuesta a los desvíos registrados, según dispone el artículo 9 del MRTF-SPNF. Así, en este documento se menciona el plan de impulso económico formulado por la presente administración, el cual permitirá fortalecer las cuentas fiscales; las medidas tributarias aprobadas entre fines de 2017 e inicios de 2018, como el incremento de tasas en el sistema de detracciones y en el impuesto selectivo al consumo (ISC) a un conjunto de bienes; y la posible generación de ahorros en gastos corrientes superfluos como resultado de las medidas dispuestas en el Decreto de Urgencia N 005-2018.",2,0.4
Pronunciamiento-CF-DCRF-2017-12julio-enviada-1.pdf,2018.0,2018-07-12,,3,9,"Cabe señalar que, a partir de la evaluación del cumplimiento de las reglas fiscales de 2017 (en mayo de 2018), los gobiernos regionales y locales que incumplan una o ambas reglas estarán impedidos de firmar contratos de Asociaciones Público-Privadas y convenios de Obras por Impuestos. Otras medidas correctivas serán de aplicación recién a partir de la evaluación del cumplimiento de reglas del año 2018 (a publicar en mayo de 2019).",3,0.6
Pronunciamiento-CF-DCRF-2017-12julio-enviada-1.pdf,2018.0,2018-07-12,,5,21,"El CF observa que las desviaciones registradas en los ingresos y gasto corriente del GG, respecto de las previsiones del IAPM 2017, son consistentes con la tendencia que han mantenido estas variables en los últimos años. Como señaló el CF en sus informes N 001-2018 y N 002-2018, en los últimos 5 años se ha registrado una caída pronunciada de los ingresos y un incremento del gasto público, sobre todo del gasto poco flexible, provocando como resultado un deterioro del espacio fiscal del gobierno.",4,0.8
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,12,70,"Además, el CF reitera su preocupación por las iniciativas formuladas desde el Congreso de la República con potencial para elevar el gasto público, de manera permanente o por una única vez, sin los estudios que prueben su eficacia para la provisión eficiente de servicios públicos. A pesar de que la Constitución Política del Perú prohíbe expresamente al Congreso de la República a tener iniciativa de gasto, de materializarse dichas iniciativas, el gasto público, el déficit fiscal y la deuda pública se elevarán, por encima de las cifras ya alarmantes que nos dejan la crisis del COVID-19. Ese mayor gasto hará más difícil reestablecer la solidez fiscal que alcanzamos en los últimos años, la cual permitió al sector público y al sector privado acceder a las tasas de interés más bajas de la historia contemporánea. Corresponderá al Tribunal Constitucional garantizar el cumplimiento del artículo 79 de la Constitución.",5,1.0
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,1,4,"El CF considera importante recalcar que el incremento previsto de la deuda pública de más de 11 puntos porcentuales del PBI entre 2019 y 2021, marca la transición de una etapa de fortaleza fiscal hacia una de mayor vulnerabilidad en las finanzas públicas. La reciente aprobación de iniciativas legislativas, que acarrearían un costo fiscal superior a los 2 puntos porcentuales del PBI, configura la materialización de los riesgos fiscales sobre los cuales se advirtió en nuestro informe, pues dificultará aún más la reconstrucción de las finanzas públicas afectadas severamente por la crisis del COVID-19.",5,1.0
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,1,5,"Debido a ello, el CF considera esencial que se plantee una senda de consolidación fiscal verosímil y congruente con el límite de deuda pública al cual se desea converger, el cual tendría que ser definido antes del inicio del proceso presupuestario del año fiscal 2022.",4,0.8
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,1,6,"En este contexto, el mayor riesgo fiscal de mediano plazo estará determinado por la poca capacidad para generar los ingresos permanentes previstos en el MMM, frente a la rigidez y el nivel de gasto planteado para el mediano plazo. Dado el sesgo optimista en la proyección de ingresos, derivado de la sobreestimación del crecimiento económico de mediano plazo y del supuesto de una ganancia permanente de recaudación por medidas tributarias, en el MMM se fijan niveles de gasto no financiero para el periodo 2022-2024 que son los más altos desde fines de los años setenta, lo cual no es consistente con la necesidad de reconstruir las cuentas fiscales del país y retomar la senda de sostenibilidad fiscal.",4,0.8
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,4,23,"De acuerdo con el MMM, las proyecciones fiscales son consistentes con los principios y lineamientos establecidos en el MRTF-SPNF. Bajo este marco fiscal, el Estado busca asegurar permanentemente la sostenibilidad fiscal, la predictibilidad del gasto público y el manejo transparente de las finanzas públicas.",1,0.2
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,5,33,"En este contexto, el MMM considera un déficit fiscal de 10,8 por ciento del PBI en el 2020, como resultado de la caída de los ingresos fiscales y el mayor gasto, resultados de las medidas fiscales del Plan Económico frente al COVID-19. A partir del 2021 se daría inicio al proceso de consolidación fiscal, con lo cual el déficit fiscal se reduciría a 5,0 por ciento del PBI, acorde con la recuperación de la actividad económica y el retiro del plan para hacer frente al COVID-19.",2,0.4
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,5,34,"A partir de 2022, y en línea con el proceso de consolidación fiscal, se espera una reducción gradual del déficit fiscal. Para ello, el MMM propone un déficit fiscal de 2,7; 2,0 y 1,5 por ciento del PBI para los años 2022; 2023 y 2024, respectivamente. A partir del 2025, se retornaría a los niveles de déficit fiscal establecidos por el MRTF-SPNF (1,0 por ciento del PBI). Esta reducción se explicaría por el incremento de los IGG; así como la moderación del crecimiento del GNF.",3,0.6
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,6,40,"De la evaluación de los riesgos macrofiscales se destaca que: i) en un escenario alternativo de menor crecimiento económico, la deuda pública alcanzaría el 50,2 por ciento del PBI en 2025; ii) la materialización de pasivos contingentes, incluyendo el honramiento esperado de las garantías de Reactiva Perú, podría suponer una presión adicional para el incremento de la deuda pública; y iii) una depreciación del tipo de cambio sería el choque macroeconómico de mayor impacto sobre la trayectoria de la deuda pública, incrementándola hasta en 1,3 puntos porcentuales del PBI cada año durante el periodo 2020-2022.",4,0.8
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,9,55,"En consecuencia, el CF reitera lo expresado en los informes N 003-2020-CF y N 004-2020-CF, y considera fundamental la restitución de un sistema de reglas fiscales que permita establecer límites a las acciones de política con el objeto de salvaguardar la sostenibilidad de la deuda pública. En tanto se mantenga la suspensión de las reglas fiscales, es necesario evaluar cuál es el nivel de deuda sostenible en este nuevo entorno y cuáles son las políticas de ingresos y gastos consistentes con dicho nivel de deuda, teniendo en consideración la necesidad de generar un espacio fiscal para cubrir demandas estructurales como las que requiere nuestro sistema de salud. En este contexto, se hace necesario llevar a cabo la discusión técnica sobre el proceso de consolidación fiscal que el país deberá implementar en los años que vienen.",4,0.8
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,10,62,"Como se mencionó en el informe N 004-2019-CF, las medidas orientadas a disminuir el incumplimiento tributario son relevantes y de carácter prioritario; sin embargo, en la última década se han registrado episodios de reducción del incumplimiento tributario que no representaron un incremento de ingresos permanentes. Contrario al supuesto asumido en el MMM, el CF nota que la tasa de incumplimiento del IGV se incrementó durante el 2019 y advierte que la crisis actual podría llevar a un incremento considerable de este indicador. Al respecto, el CF recomienda recordar que el aumento del incumplimiento tributario durante la crisis del 2009 generó una pérdida de ingresos estimada en 1,1 por ciento del PBI. De",4,0.8
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,11,65,"En línea con lo anterior, el CF señala que la proyección de ingresos de mediano plazo resulta fundamental para determinar el espacio fiscal de los próximos años y, con ello, diseñar el proceso de consolidación fiscal requerido para corregir los desequilibrios fiscales generados con la crisis sanitaria. Ante ello, el CF recomienda utilizar supuestos neutrales para la elaboración de las proyecciones fiscales de mediano plazo.",3,0.6
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,13,73,"A fin de garantizar el equilibrio presupuestal de los años 2020 y 2021, el CF sugiere que el MEF presente un informe evaluando los impactos que esta última propuesta tendría sobre las cuentas fiscales. Asimismo, el análisis de riesgos presentado en el MMM debería incluir una evaluación de las contingencias de mediano plazo derivadas del sistema previsional y su impacto sobre la sostenibilidad de la deuda pública. Del mismo modo, el CF recalca, que para garantizar la sostenibilidad de las finanzas públicas se requiere que las presiones de gasto permanente sean acompañadas de un incremento proporcional de ingresos permanentes. En este contexto en que las finanzas públicas se han debilitado, el Perú requiere reafirmar la naturaleza temporal de las medidas fiscales para contrarrestar los efectos de la pandemia y no promover iniciativas que socavan aún más la sostenibilidad fiscal.",4,0.8
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,13,74,"Por otro lado, para el periodo 2022-2024, el CF nota que el GNF promedio previsto, de 21,1 por ciento del PBI, es el más alto en más de 40 años, lo cual no es consistente con la necesidad de reconstruir las cuentas fiscales del país, retomar la senda de sostenibilidad de la deuda pública e iniciar un proceso de consolidación fiscal. El alto nivel de GNF que se proyecta en el MMM podría estar brindando al siguiente gobierno la percepción de un espacio fiscal para políticas expansivas que, a raíz de la crisis del COVID-19, ya no serían posibles en los próximos años.",5,1.0
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,13,75,"En este sentido, el CF recomienda que las previsiones de gasto público de mediano y largo plazo consideren la necesidad de llevar adelante un proceso de consolidación fiscal que asegure el retorno de la deuda pública hacia una senda de sostenibilidad. El reto de la consolidación fiscal requerirá que se utilicen todas las herramientas posibles, en búsqueda del logro de los objetivos fiscales, pero minimizando los efectos adversos sobre la actividad económica. Por el lado del gasto será necesario generar ahorros fiscales mediante acciones que incidan en la calidad del",4,0.8
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,14,80,"Como se mencionó en el informe N003-2020-CF, el CF advierte que los pasivos contingentes generados por el programa Reactiva Perú suponen una presión adicional al incremento de la deuda. De considerar la materialización esperada de las garantías, por 15 mil millones de soles entre 2021 y 2023, prevista en el diseño del programa, la deuda estaría 1,8 puntos porcentuales del PBI por encima de lo esperado en el MMM a partir del 2023. El CF opina que el diseño de la consolidación fiscal debería considerar este efecto, toda vez que la probabilidad de ocurrencia de estos contingentes es elevada, aun cuando la magnitud de la materialización es incierta.",4,0.8
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,15,82,"Consolidación fiscal y sostenibilidad de la deuda pública Como se mencionó en el Informe N004-2020-CF, es importante que el MEF vuelva a calibrar la trayectoria de convergencia de la deuda pública, a la luz de la nueva situación macroeconómica.",3,0.6
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,15,86,"Como se mencionó en los informes N004-2020-CF y N005-2020-CF, asegurar la consolidación fiscal futura es necesario para salvaguardar la sostenibilidad de las finanzas públicas, disminuyendo el nivel de endeudamiento y recomponiendo los activos financieros que permitan en el futuro afrontar crisis como la actual. Para ello, el CF recomienda utilizar supuestos neutrales para la proyección de las cuentas fiscales y advierte que los supuestos macroeconómicos de mediano plazo utilizados en el MMM podrían estar subestimando el resultado primario requerido para estabilizar la deuda pública y, con ello, distorsionando la trayectoria de mediano plazo del ratio de deuda. Como se señaló en el informe N 003-2020, cuando la tasa de crecimiento económico es inferior al costo de endeudamiento público, se requiere un mayor esfuerzo fiscal para controlar la dinámica de la deuda pública. Por último, en senda de consolidación fiscal a mediano plazo.",4,0.8
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,16,91,"En este contexto, el CF considera que las iniciativas legislativas con potencial para elevar el gasto público permanente o temporal constituyen una fuente de riesgos fiscales que agravaría la crisis fiscal producida por el COVID-19 y haría mucho más difícil alcanzar la sostenibilidad fiscal de mediano plazo. En ese escenario, el CF llama a actuar con responsabilidad fiscal, tanto al Poder Ejecutivo como al Legislativo, y evitar iniciativas que generen incrementos de gasto público o que erosionen la capacidad de generación de ingresos públicos. En el caso de las propuestas del Poder Legislativo que pueden significar una iniciativa de gasto, sería apropiado que el Poder Ejecutivo apele a la instancia que garantiza el cumplimiento de la Constitución Política, el Tribunal Constitucional.",5,1.0
CF-Informe-MMM2124-cNotaAclaratoria-28-de-agosto-VF-publicada.pdf,2020.0,2020-08-14,,17,94,"promedio móvil para dicho periodo previsto en el MMM, de 21,1 por ciento del del PBI, es el nivel más alto desde fines de los años setenta, lo cual no es consistente con la necesidad de reconstruir las cuentas fiscales del país, retomar la senda de sostenibilidad de la deuda pública e iniciar un proceso de consolidación fiscal. En este contexto, el mayor riesgo fiscal estará determinado por la poca capacidad para generar mayores ingresos permanentes, frente a la rigidez y el nivel de gasto planteado para el mediano plazo. En consecuencia, el CF considera que se debe adoptar una senda de consolidación creíble en el mediano plazo y definir un límite de deuda pública, a la luz de la nueva situación macroeconómica, para establecer dicha convergencia.",4,0.8
Informe_CF_N_002-2016.pdf,2016.0,2016-04-15,2.0,3,13,"Teniendo en cuenta lo expuesto, el CF opina que las proyecciones de ingresos públicos son razonables bajo los supuestos del escenario internacional y local. En el caso del gasto público, las proyecciones muestran un exigente avance hacia la consolidación fiscal.",1,0.2
Informe_CF_N_002-2016.pdf,2016.0,2016-04-15,2.0,2,9,"Sin embargo, en relación a las previsiones de gasto, el CF opina que si bien el ajuste en el gasto público estimado para los próximos años es exigente, es necesario que dicho ajuste se concrete para poder estabilizar el ratio de deuda pública sobre el PBI en un nivel apropiado para una economía 2 Rannrta de Inflarión dal RCRP de Mar7n 216 ea informa de Perenectivas de la Economía Mundial del FEMI de emergente como la peruana y cumplir con las exigencias de la LFRTF. De otra manera, se debilitaría la credibilidad del Gobierno respecto al compromiso de asegurar permanentemente la sostenibilidad fiscal.",4,0.8
Informe_CF_N_002-2016.pdf,2016.0,2016-04-15,2.0,3,14,"Asimismo, el CF considera que existen riesgos en el escenario internacional, los cuales pueden implicar cambios en el panorama macrofiscal de los próximos años. Al respecto, el CF advierte que de materializarse estos riesgos se deberán realizar ajustes fiscales adicionales a los planteados en el MMM a fin de asegurar la sostenibilidad fiscal.",2,0.4
CF-Pronunciamiento-MMM-2019-2022_15_8_2018-enviada-al-MEF-1.pdf,2022.0,2018-08-15,19.0,10,48,"En relación a otras contingencias fiscales, el CF manifiesta su preocupación por la acumulación de obligaciones del Fondo para la Estabilización de Precios de los Combustibles Derivados del Petróleo (FEPC), cuyo saldo asciende a S/ 870 millones a junio de 2018. Estas obligaciones constituyen un pasivo contingente, pues el Estado debe realizar transferencias al FEPC cuando no tenga recursos suficientes para pagar sus obligaciones.",4,0.8
CF-Pronunciamiento-MMM-2019-2022_15_8_2018-enviada-al-MEF-1.pdf,2022.0,2018-08-15,19.0,9,42,"Con respecto al ratio de deuda pública, el CF opina que los niveles esperados para los años 2018- 2020 son consistentes con la menor previsión de déficits fiscales en este periodo. Como resultado, la sostenibilidad fiscal mejora en la medida que la nueva trayectoria de la deuda tiene una menor probabilidad de superar el límite legal de 30 por ciento del PBI, según estimaciones del MEF (un 30 por ciento de probabilidad, en lugar del 35 por ciento estimado hace un año ). Sin embargo, el CF recuerda que el principal sustento de estas proyecciones es el cumplimiento de la consolidación fiscal, la cual plantea una reducción del déficit fiscal en 2,0 puntos porcentuales del PBI al 2021. Como manifestó el CF en su Informe Anual 2017, la deuda podría adoptar una tendencia creciente, superando el límite de 30 por ciento del PBI, si no se logra la consolidación fiscal y ante la materialización de riesgos macroeconómicos. Por lo tanto, el CF considera importante asegurar la continuidad del proceso de consolidación fiscal.",2,0.4
CF-Pronunciamiento-MMM-2019-2022_15_8_2018-enviada-al-MEF-1.pdf,2022.0,2018-08-15,19.0,8,39,"Con relación al cumplimiento de la regla fiscal del gasto corriente sin mantenimiento, el CF alerta que en 2018 se mantiene el riesgo de incumplimiento, tal como se advirtió en el informe N 003- 2018. Los principales gastos que podrían producir el desvío de la regla fiscal son el gasto en remuneraciones y el gasto en pensiones, como evidencia el crecimiento real mostrado entre",4,0.8
CF-Pronunciamiento-MMM-2019-2022_15_8_2018-enviada-al-MEF-1.pdf,2022.0,2018-08-15,19.0,8,38,"Asimismo, la baja ejecución del gasto en reconstrucción en 2018 podría crear presiones para que dicho gasto se posponga para ser ejecutado en los próximos años. El CF advierte que ello podría dificultar la consolidación fiscal en el mediano plazo, sobre todo si el gasto en reconstrucción se concentra de 2020 en adelante, años en los que dicho gasto debería empezar a reducirse. En ese sentido, el CF recomienda considerar escenarios alternativos para las proyecciones fiscales en los cuales se cumplan los objetivos macrofiscales sin dejar de atender las necesidades de reconstrucción.",4,0.8
